date,id,pdf,pm,release_type,subjects,title
1976-06-17,4162,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004162.pdf,"Fraser, Malcolm",Speech,,PRE-BUDGET ECONOMIC CONSULTATIONS
2005-07-15,21827,,"Howard, John",Interview,,Doorstop Interview The Willard Intercontinental Hotel Washington DC
1997-07-11,10422,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010422.pdf,"Howard, John",Media Release,,Beazley must oppose Union Treachery
2012-07-26,18718,,"Gillard, Julia",Interview,,"Transcript of interview with Linda Mottram, ABC Sydney"
1977-12-21,4604,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004604.pdf,"Fraser, Malcolm",Media Release,,FOR PRESS - 21 DECEMBER 1977
1997-05-14,10344,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010344.pdf,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER THE HON. JOHN HOWARD MP RADIO INTERVIEW - NEIL MITCHELL 3AW
2016-11-09,40573,,"Turnbull, Malcolm",Transcript,,Statement on US Presidential Election Result
2009-08-05,16735,,"Rudd, Kevin",Speech,,"Joint Press Conference with Minister for Climate Change, Penny Wong Prime Minister of Vanuatu, Edward Natapei and  Tessie Lambourne, Secretary for Foreign Affairs and Immigration, Kiribati Cairns"
2004-04-13,21199,,"Howard, John",Interview,,"Doorstop Interview, Tweed Heads"
1970-08-21,2275,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002275.pdf,"Gorton, John",Speech,,SWEDISH GIFT TO MARK B-CENTENARY YEAR
2013-06-14,19406,,"Gillard, Julia",Media Release,,Australia and the United States progress 1150 Marine Corps rotational deployment to northern Australia from 2014
2006-09-27,22490,,"Howard, John",Media Release,,Ministerial Arrangements
2002-03-18,12553,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  INTERVIEW WITH ALAN JONES, RADIO 2GB"
1994-08-18,9320,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009320.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P.J.KEATING,MP"
1983-02-06,6013,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006013.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
1989-07-15,7682,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007682.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER WA ALP STATE CONFERECE PERTH - 15 JULY 1989
1995-12-11,9877,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009877.pdf,"Keating, Paul",Speech,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP SPEECH, CAMPAIGN LAUNCH FOR THE HON MARY CRAWFORD MP, WINDAROO COUNTRY CLUB, BEENLEIGH, QUEENLAND 11 DECEMBER 1995"
2014-01-19,23201,,"Abbott, Tony",Transcript,,Remarks prior to the World Economic Forum
1979-07-04,5095,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005095.pdf,"Fraser, Malcolm",Interview,,REPORT ON NSW CATTLE STRIKE
2004-07-28,21416,,"Howard, John",Media Release,,Chairman Appointed to new Mining Industry Skill Shortages Working Group
2013-03-28,19189,,"Gillard, Julia",Video Transcript,,Transcript of Doorstop Interview
2003-03-06,20708,,"Howard, John",Interview,,"Interview with Bob Cooke and Richard Moore HO FM, Tasmania"
2011-12-01,18297,,"Gillard, Julia",Media Release,,Poets and Historians to be Honoured in Literary Awards
1973-05-10,2922,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002922.pdf,"Whitlam, Gough",Media Release,,AUSTRALIAN APPLICATION TO INTERNATIONAL COURT OF JUSTICE
2018-03-02,41484,,"Turnbull, Malcolm",Speech,,Speech at the Australia New Zealand Leadership Forum Lunch
2017-05-10,40942,,"Turnbull, Malcolm",Transcript,The Budget,"Interview with Michael Rowland, ABC News Breakfast"
1974-09-11,3382,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003382.pdf,"Whitlam, Gough",Media Release,,"Appointment of the Australian National Advisory Committee on International Women's Year, 1975"
2004-07-07,21370,,"Howard, John",Interview,,Doorstop Interview Adelaide
1967-06-01,1595,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001595.pdf,"Holt, Harold",Speech,,"VISIT TO US, CANADA AND UK - WASHINGTON, USA - EXCHANGE OF TASTS BETWEEN PRESIDENT JOHNSON AND PRIME MINISTER HAROLD HOLT OF AUSTRALIA IN THE STATE DININGROOM OF THE WHITE HOUSE - 1ST JUNE 1967"
2002-11-03,12962,,"Howard, John",Speech,,"Address at the opening of the Armenian Holy Trinity Church, Church of St Anne, Ryde, Sydney"
2014-06-12,23567,,"Abbott, Tony",Transcript,,"Joint Remarks with President Obama, The White House"
1960-11-28,249,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000249_0.pdf,"Menzies, Robert",Speech,,"SPEECH BY THE PRIME MINISTER THE RT. HON. R.G MENZIES , AT HORSHAM, ON MONDY, 28TH NOVEMBER, 1960"
1967-05-24,1581,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001581.pdf,"Holt, Harold",Broadcast,,"Referendum: The ""YES"" case - talk by the Prime Minister, Mr. Harold Holt"
2002-09-04,12976,,"Howard, John",Speech,,TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  ADDRESS TO THE RSL NATIONAL CONGRESS   BRISBANE CITY HALL
2018-03-07,41490,,"Turnbull, Malcolm",Transcript,"Steel, North Korea, Tax Cuts, Next election, Adani Mine","Q&A at the Australian Financial Review Business Summit International Convention Centre, Sydney"
2017-05-16,40956,,"Turnbull, Malcolm",Transcript,"Naval shipbuilding, SA Infrastructure, US Intelligence, President Trump meeting, Schools, Bank levy","Radio interview with David and Will, 5AA Breakfast"
1974-09-19,3396,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003396.pdf,"Whitlam, Gough",Media Release,,PRIME MINISTER TO MEET PRESIDENT FORD
2004-07-05,21364,,"Howard, John",Speech,,"Address at the Parliamentary Luncheon for the Prime Minister of Thailand Great Hall, Parliament House, Canberra"
1969-07-18,2088,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002088.pdf,"Gorton, John",Media Release,,"FOR PRESS: EXTENSION OF PERIOD OF OPERATION OF THE 1962 COMMONWEALTH/QUEENSLAND SUGAR AGREEMENT - STATEMENT BY THE PRIME MINISTER, MR. JOHN GORTON"
1979-06-24,5081,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005081.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
2004-07-22,21402,,"Howard, John",Media Release,,Emerson Comes Clean
1998-02-09,10807,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER                THE HON JOHN HOWARD MP                DOORSTOP INTERVIEW                PARLIAMENT HOUSE, CANBERRA"
2011-11-21,18283,,"Gillard, Julia",Speech,,"'We will complete our mission of training and transition' - Prime Ministerial Statement, Canberra"
1973-05-25,2936,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002936.pdf,"Whitlam, Gough",Media Release,,ABORIGINAL EMPLOYMENT
1989-08-07,7696,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007696.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER LAUNCH OF THE REPORT ""CHILD CARE IN THE WORKPLACE"" NATIONAL CONFERENCE OF THE PERSONNEL AND INDUSTRIAL RELATIONS GRUP, MTIA CANBERRA - 7 AUGUST 1989"
1995-12-01,9863,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009863.pdf,"Keating, Paul",Speech,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP SPEECH AT THE LAUNCH OF ANDREW THEOPHANOUS' BOOK ""UNDERSTANDING MULTICULTURALISM AND AUSTRALIAN IDENTITY"", PARLIAMENT HOUSE, CANBERRA, 1 DECEMEBER 1995"
2014-01-26,23215,,"Abbott, Tony",Transcript,"Australia Day 2014,  constitutional recognition for Indigenous Australians.","Doorstop Interview, Canberra"
1985-02-13,6588,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006588.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2008-12-03,16286,,"Rudd, Kevin",Speech,,Tackling Australia's Economic Challenges Address at Australian Chamber of Commerce and Industry 2008 Annual Dinner Canberra
2010-04-12,17198,,"Rudd, Kevin",Interview,,Transcript of joint doorstop University of Queensland Brisbane
2003-05-07,20734,,"Howard, John",Interview,,"Joint Press Conference with  British Prime Minister Tony Blair 10 Downing Street, London"
2008-06-10,15957,,"Rudd, Kevin",Interview,,"Press Conference with Kim Carr, Minister for Innovation, Industry, Science and Research and Katsuaki Watanabe, President of Toyota Motor Corporation, Nagoya, Japan"
1962-05-17,513,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000513.pdf,"Menzies, Robert",Media Release,,"PM 37/1962 - MINISTER FOR IMMIGRATION TO GO OVERSEAS - STATEMENT BY THE PRIME MINISTER, THE RT. HON. R G MENZIES"
2015-06-20,24552,,"Abbott, Tony",Speech,,"Address to New South Wales Liberal Party State Council, Sydney"
1989-12-29,7866,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007866.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2006-02-08,22123,,"Howard, John",Interview,,"Joint Press Conference with the Prime MInister of New Zealand Helen Clark Parliament House, Canberra"
1995-08-10,9693,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009693.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING MP FIRST MEETING OF THE NATIOINAL INFORMATION SERVICES COUNCIL (NISC)"
2002-11-14,12786,,"Howard, John",Media Release,,REVIEW OF CORPORATE GOVERNANCE OF  STATUTORY AUTHORITIES AND OFFICE HOLDERS
2006-12-18,22645,,"Howard, John",Interview,,"Doorstop Interview Advance Global 100 Leading Australians Summit Kirribilli House, Sydney"
1961-02-17,275,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000275.pdf,"Menzies, Robert",Media Release,,"P.M NO, 5/1961 - PRIME MINISTER'S OVERSEAS VISIT"
2015-02-26,24234,,"Abbott, Tony",Transcript,"2015 Pollie Pedal launch,  Australian country of origin labelling laws,  Patties frozen berry contamination,  Australians facing execution in Indonesia,  Iraq,  Australian Human Rights Commission.","Joint Doorstop Interview, Canberra"
1996-12-11,10191,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010191.pdf,"Howard, John",Interview,,INTERVIEW WITH ELIZABETH JACKSON - 2CN
1982-09-24,5917,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005917.pdf,"Fraser, Malcolm",Media Release,,MR HAYDEN'S ALLEGATIONS AGAINST MR JB REID
2011-05-02,17826,,"Gillard, Julia",Media Release,,Death of Osama bin Laden
1996-12-02,10185,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010185.pdf,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD MP ADDRESS AT 1996 NATIONAL AWARDS FOR RETAIL EXCELLENCE THE REGENT HOTEL, SYDNEY"
1982-09-05,5903,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005903.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
2004-07-01,21358,,"Howard, John",Interview,,"Interview with Paul Murray, Radio 6PR"
2011-05-03,17832,,"Gillard, Julia",Interview,,"Transcript of joint press conference, Canberra"
2002-05-16,12792,,"Howard, John",Media Release,,ALEC CAMPBELL
2006-12-29,22651,,"Howard, John",Media Release,,"Review of Uranium Mining, Processing and Nuclear Energy In Australia"
2000-09-25,22889,,"Howard, John",Interview,,"Interview with Steve Liebmann, Today Show, Channel 9"
2015-02-22,24220,,"Abbott, Tony",Transcript,"Martin Place Siege Report,  the Prime Minister’s national security statement,  Iraq.","Joint Press Conference, Sydney"
1961-01-26,261,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000261.pdf,"Menzies, Robert",Media Release,,"WOOL MARKETING COMMITTEE OF ENQUIRY - STATEMENT BY THE PRIME MINISTER, RT. HON. R.G. MENZIES."
2008-05-30,15943,,"Rudd, Kevin",Interview,,"Interview with Neil Mitchell, Radio 3AW, Melbourne"
1992-07-30,8599,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008599.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING, MP VIETNAM VETERANS MEMORIAL DEDICATION - ATTENDANCE BY NEXT-OF-KIN 30 JULY 1992"
1962-05-05,507,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000507_0.pdf,"Menzies, Robert",Index,,WEELY  INDEX NO 17  MAY 5. 1962  WEEKLY INDEX OF MINISTERIAL STATEMENTA ISSUED IN CANBERRA
2014-02-06,23229,,"Abbott, Tony",Transcript,"Griffith by-election,  the Government’s commitment to repeal the carbon tax,  Renewable Energy Target,  Paul Howes,  drought assistance,  Bird flu in Asia,  Ford.","Joint Doorstop Interview with Dr Bill Glasson, Brisbane"
2006-02-22,22137,,"Howard, John",Speech,,Address at the launch of the SA Liberal Party's Land Tax Policy
1990-01-25,7872,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007872.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1995-08-08,9687,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009687.pdf,"Keating, Paul",Speech,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP SPEECH FOR THE NATIONAL SUPERANNUATION EDUCATION CAMPAIGN LAUNCH, BERLEI FACTORY, RYDALMERE, SYDNEY 8 AUGUST 1995"
2008-12-06,16292,,"Rudd, Kevin",Speech,,Prime Minister Premier John Brumby  Joint Press Conference Western Ring Road Service Centre Melbourne
2003-03-13,20720,,"Howard, John",Interview,,"Interview with Alan Jones, Radio 2GB"
2010-04-06,17167,,"Rudd, Kevin",Video Transcript,,The Prime Minister visits Cairns Base Hospital
2011-11-09,18254,,"Gillard, Julia",Media Release,,New school facilities to boost learning at Western Autistic School
1974-10-22,3427,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003427.pdf,"Whitlam, Gough",Press Conference,,"PRIME MINISTER'S PRESS CONFERENCE, CANBERRA, TUESDAY 22 OCTOBER 1974"
1977-03-17,4348,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004348.pdf,"Fraser, Malcolm",Media Release,,COMMONWEALTH OMBUDSMAN APPOINTED
2017-11-16,41321,,"Turnbull, Malcolm",Transcript,Same-sex marriage,"Television interview with Samantha Armytage and David Koch – Sunrise, Seven Network"
1997-11-13,10608,,"Howard, John",Speech,,"Address at the National Gallery of Victoria, Melbourne"
2003-09-15,20913,,"Howard, John",Interview,,Interview with Alan Jones Radio 2GB
1979-06-03,5056,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005056.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
2000-05-29,11516,,"Howard, John",Interview,,"Interview with Alan Jones, Radio 2UE"
2008-11-30,16279,,"Rudd, Kevin",Media Release,,Joint Media Release with Deputy Prime Minister - Additional $635 Million for Government Primary Schools
1972-12-08,2739,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002739.pdf,"Whitlam, Gough",Media Release,,AIRLINE CURFEW - 8 DECEMBER 1972
1966-01-20,1230,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001230.pdf,"Holt, Harold",Press Conference,,"Press Conference, Parliament House, Canberra"
2008-02-22,15770,,"Rudd, Kevin",Media Release,,"Joint Media Release with Premier of Queensland, Prime Minister Offers further Assistance  for Mackay Flood Victims"
1990-02-14,7899,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007899.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER PARLIAMENTARY DINNER FOR PRIME MINISTER RYZHKOV CANBERRA - 14 FEBRUARY 1990
1992-07-08,8572,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008572.pdf,"Keating, Paul",Media Release,,STATEMENT BY THE PRIME MINISTER THE HON PJ KEATING MP
1989-06-16,7641,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007641.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1990-11-28,8214,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008214.pdf,"Hawke, Robert",Media Release,,UNKNOWN
2000-07-27,22862,,"Howard, John",Speech,,"Address at the Stirling Division Function, Perth, Western Australia"
1987-02-23,7127,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007127.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF COMMENTS, PARLIAMENT HOUSE, 23 FEBRUARY 1987"
2002-10-12,12779,,"Howard, John",Media Release,,Bali Atrocity
1983-10-10,6239,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006239.pdf,"Hawke, Robert",Media Release,,QUEENSLAND REJECTS FEDERAL FUNDS
1967-04-09,1556,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001556.pdf,"Holt, Harold",Media Release,,ASIAN TOUR 1967 - KOREA - JOINT COMMUNIQUE BY PRIME MINISTER IL KWON CHUNG OF THE REPUBLIC OF KOREA AND PRIME MINISTER HAROLD HOLT OF THE COMMONWEALTH OF AUSTRALIA - 9TH APRIL 1967
2017-02-17,40759,,"Turnbull, Malcolm",Media Release,,Joint Statement by Prime Ministers the Rt Hon Bill English and the Hon Malcolm Turnbull MP
1981-12-21,5730,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005730.pdf,"Fraser, Malcolm",Media Release,,EXHCHANGE PROGRAM FOR YOUNG POLITICAL LEADERS
1999-10-22,11270,,"Howard, John",Media Release,,AUSTRALIAN BUSINESSES RECOGNISED FOR EMPLOYING PEOPLE WITH DISABILITIES
2018-02-09,41447,,"Turnbull, Malcolm",Speech,,"Opening remarks, Council of Australian Government Press Conference"
2017-05-25,40981,,"Turnbull, Malcolm",Transcript,,Remarks at the Opening of the 3rd National Indigenous Art Triennial: Defying Empire Exhibition
2011-01-14,17601,,"Gillard, Julia",Interview,,"Transcript of press conference, Amberley"
2012-04-25,18532,,"Gillard, Julia",Speech,,"Dawn Service, Gallipoli"
1974-08-05,3341,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003341.pdf,"Whitlam, Gough",Speech,,"SPEECH BY THE PRIME MINISTER THE HON. E.G. WHITLAM, Q.C., M.P., TO THE ANNUAL CONFERENCE OF THE BUILDING WORKERS INDUSTRIAL UNION SYDNEY MONDAY 5 AUGUST 1974"
1981-12-18,5724,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005724.pdf,"Fraser, Malcolm",Media Release,,SIR CHARLES COURT
1999-10-20,11264,,"Howard, John",Media Release,,Election of Abdurrahman Wahid as President of Indonesia
2018-02-15,41453,,"Turnbull, Malcolm",Transcript,,"Press Conference - Parliament House, Canberra"
2011-01-22,17615,,"Gillard, Julia",Media Release,,Joint assistance for Tasmanian small businesses and farmers affected by floods
2017-06-02,40995,,"Turnbull, Malcolm",Transcript,Shangri-La Dialogue; Paris Agreement; Counter-Terrorism; US relations,Doorstop in the Singapore Botanic Gardens
1974-08-20,3355,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003355.pdf,"Whitlam, Gough",Media Release,,PRICES JUSTIFICATION TRIBUNAL - REPORT ON PRICE INCREASES PROPOSED BY ALCOA OF AUSTRALIA LIMITED
2012-04-23,18526,,"Gillard, Julia",Interview,,"Transcript of press conference, Singapore"
1990-11-16,8200,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008200.pdf,"Hawke, Robert",Media Release,,"JOINT STATEMENT BY THE PRIME MINISTER AND THE QUEENSLAND PREMIER, WAYNE GOSS"
1987-03-08,7133,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007133.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER ""OUR FOURTH ANNIVERSARY"" BATHURST - 8 MARCH 1987"
2000-08-08,22876,,"Howard, John",Speech,,Governor General's Term of Office
1967-04-03,1542,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001542.pdf,"Holt, Harold",Speech,,"ASIAN TOUR 1967 - LAOS - FAREWELL SPEECH BY THE PRIME MINISTER, MR HAROLD HOLT AT VIENTIANE AIRPORT - 3RD APRIL 1967"
1966-01-11,1224,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001224.pdf,"Menzies, Robert",Media Release,,"FOR PRESS:  P.M.NO 7/1966  DEATH OF THE PRIME MINISTER OF INDIA STATEMENT BY THE PRIME MINISTER , SIR ROBERT MENZIES"
2008-02-18,15764,,"Rudd, Kevin",Interview,,"Joint Press Conference with Julia Gillard, Deputy Prime Minister, Hume, ACT"
1995-07-31,9678,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009678.pdf,"Keating, Paul",Speech,,"SPEECH BY THE PRIME MINISTER, THE HON P J KEATING MP LUNCH IN HONOUR OF SECRETARY-GENERAL OF THE CENTRAL COMMITTEE OF THE COMMUNIST PARTY OF VIETNAM HIS EXCELLENCY MR DO MUOI PARLIAMENT HOUSE, CANBERRA, MONDAY 31 JULY 1995"
